TestsAffected, AS, LocationCode, Start, End, URL
1105, AS23148, naus, 2016-06-01, 2018-10-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS23148&start=2015-06-01&end=2018-10-01
1105, AS30036, nausks, 2017-01-01, 2018-12-01, https://viz.measurementlab.net/location/nausks?aggr=month&isps=AS30036&start=2016-01-01&end=2018-12-01
1106, AS13367x, nausmiflushing, 2016-03-01, 2019-04-01, https://viz.measurementlab.net/location/nausmiflushing?aggr=month&isps=AS13367x&start=2015-03-01&end=2019-04-01
1106, AS19607, eu, 2013-08-01, 2017-12-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS19607&start=2012-08-01&end=2017-12-01
1106, AS26127x, nausingoshen, 2014-02-01, 2018-02-01, https://viz.measurementlab.net/location/nausingoshen?aggr=month&isps=AS26127x&start=2013-02-01&end=2018-02-01
1106, AS32098, naus, 2014-01-01, 2018-10-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS32098&start=2013-01-01&end=2018-10-01
1106, AS58792, asjp, 2017-01-01, 2019-03-01, https://viz.measurementlab.net/location/asjp?aggr=month&isps=AS58792&start=2016-01-01&end=2019-03-01
1107, AS2514, asjp34, 2016-07-01, 2019-04-01, https://viz.measurementlab.net/location/asjp34?aggr=month&isps=AS2514&start=2015-07-01&end=2019-04-01
1107, AS2519, asjp40tokyo, 2014-06-01, 2017-01-01, https://viz.measurementlab.net/location/asjp40tokyo?aggr=month&isps=AS2519&start=2013-06-01&end=2017-01-01
1107, AS7155, nausco, 2013-06-01, 2017-03-01, https://viz.measurementlab.net/location/nausco?aggr=month&isps=AS7155&start=2012-06-01&end=2017-03-01
1108, AS26127x, nausnynorwich, 2015-12-01, 2018-08-01, https://viz.measurementlab.net/location/nausnynorwich?aggr=month&isps=AS26127x&start=2014-12-01&end=2018-08-01
1109, AS27695, sa, 2015-12-01, 2018-08-01, https://viz.measurementlab.net/location/sa?aggr=month&isps=AS27695&start=2014-12-01&end=2018-08-01
1111, AS24395, ocau, 2014-06-01, 2018-05-01, https://viz.measurementlab.net/location/ocau?aggr=month&isps=AS24395&start=2013-06-01&end=2018-05-01
1112, AS11232, naussdpierre, 2016-06-01, 2018-09-01, https://viz.measurementlab.net/location/naussdpierre?aggr=month&isps=AS11232&start=2015-06-01&end=2018-09-01
1112, AS12083, nausilglenellyn, 2016-03-01, 2018-06-01, https://viz.measurementlab.net/location/nausilglenellyn?aggr=month&isps=AS12083&start=2015-03-01&end=2018-06-01
1112, AS13367x, naustxspring, 2012-02-01, 2014-03-01, https://viz.measurementlab.net/location/naustxspring?aggr=month&isps=AS13367x&start=2011-02-01&end=2014-03-01
1113, AS10774x, naustxlaredo, 2016-05-01, 2019-02-01, https://viz.measurementlab.net/location/naustxlaredo?aggr=month&isps=AS10774x&start=2015-05-01&end=2019-02-01
1113, AS10796x, nausohmountvernon, 2014-05-01, 2018-01-01, https://viz.measurementlab.net/location/nausohmountvernon?aggr=month&isps=AS10796x&start=2013-05-01&end=2018-01-01
1113, AS11398x, nausncraeford, 2016-03-01, 2019-03-01, https://viz.measurementlab.net/location/nausncraeford?aggr=month&isps=AS11398x&start=2015-03-01&end=2019-03-01
1113, AS13886, na, 2016-08-01, 2019-04-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS13886&start=2015-08-01&end=2019-04-01
1113, AS30036, nausilmahomet, 2016-03-01, 2018-10-01, https://viz.measurementlab.net/location/nausilmahomet?aggr=month&isps=AS30036&start=2015-03-01&end=2018-10-01
1113, AS35632, eufr, 2017-06-01, 2019-01-01, https://viz.measurementlab.net/location/eufr?aggr=month&isps=AS35632&start=2016-06-01&end=2019-01-01
1113, AS55479, asin, 2011-08-01, 2013-05-01, https://viz.measurementlab.net/location/asin?aggr=month&isps=AS55479&start=2010-08-01&end=2013-05-01
1114, AS38193, as, 2012-11-01, 2016-08-01, https://viz.measurementlab.net/location/as?aggr=month&isps=AS38193&start=2011-11-01&end=2016-08-01
1114, AS41911, eu, 2015-11-01, 2019-04-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS41911&start=2014-11-01&end=2019-04-01
1114, AS43554, euua, 2015-02-01, 2017-08-01, https://viz.measurementlab.net/location/euua?aggr=month&isps=AS43554&start=2014-02-01&end=2017-08-01
1114, AS8047, nausakfortwainwright, 2016-09-01, 2019-02-01, https://viz.measurementlab.net/location/nausakfortwainwright?aggr=month&isps=AS8047&start=2015-09-01&end=2019-02-01
1115, AS7122, nacambportagelaprairie, 2016-07-01, 2018-11-01, https://viz.measurementlab.net/location/nacambportagelaprairie?aggr=month&isps=AS7122&start=2015-07-01&end=2018-11-01
1116, AS11398x, nausorbend, 2016-06-01, 2019-03-01, https://viz.measurementlab.net/location/nausorbend?aggr=month&isps=AS11398x&start=2015-06-01&end=2019-03-01
1116, AS7992, nacaonleamington, 2016-06-01, 2018-11-01, https://viz.measurementlab.net/location/nacaonleamington?aggr=month&isps=AS7992&start=2015-06-01&end=2018-11-01
1117, AS33362, na, 2015-12-01, 2019-01-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS33362&start=2014-12-01&end=2019-01-01
1117, AS35706, eu, 2016-03-01, 2019-02-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS35706&start=2015-03-01&end=2019-02-01
1118, AS3267, eu, 2011-04-01, 2012-10-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS3267&start=2010-04-01&end=2012-10-01
1118, AS42518, euru, 2014-04-01, 2017-05-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS42518&start=2013-04-01&end=2017-05-01
1119, AS42038, euru, 2015-10-01, 2019-03-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS42038&start=2014-10-01&end=2019-03-01
1120, AS13367x, nausmdhalethorpe, 2015-10-01, 2018-05-01, https://viz.measurementlab.net/location/nausmdhalethorpe?aggr=month&isps=AS13367x&start=2014-10-01&end=2018-05-01
1120, AS21555, na, 2015-05-01, 2019-02-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS21555&start=2014-05-01&end=2019-02-01
1120, AS28769, eu, 2016-12-01, 2018-12-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS28769&start=2015-12-01&end=2018-12-01
1121, AS12989, nausga, 2016-09-01, 2019-01-01, https://viz.measurementlab.net/location/nausga?aggr=month&isps=AS12989&start=2015-09-01&end=2019-01-01
1121, AS23498, naca, 2014-04-01, 2017-01-01, https://viz.measurementlab.net/location/naca?aggr=month&isps=AS23498&start=2013-04-01&end=2017-01-01
1121, AS32157, naca, 2016-08-01, 2018-09-01, https://viz.measurementlab.net/location/naca?aggr=month&isps=AS32157&start=2015-08-01&end=2018-09-01
1121, AS48882, euua14, 2015-01-01, 2017-08-01, https://viz.measurementlab.net/location/euua14?aggr=month&isps=AS48882&start=2014-01-01&end=2017-08-01
1122, AS2818, eu, 2017-01-01, 2019-03-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS2818&start=2016-01-01&end=2019-03-01
1122, AS8047, nausaksitka, 2015-10-01, 2019-04-01, https://viz.measurementlab.net/location/nausaksitka?aggr=month&isps=AS8047&start=2014-10-01&end=2019-04-01
1123, AS13367x, nausinmishawaka, 2015-11-01, 2017-10-01, https://viz.measurementlab.net/location/nausinmishawaka?aggr=month&isps=AS13367x&start=2014-11-01&end=2017-10-01
1123, AS21898, na, 2016-02-01, 2017-11-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS21898&start=2015-02-01&end=2017-11-01
1124, AS35632, eu, 2017-03-01, 2019-03-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS35632&start=2016-03-01&end=2019-03-01
1124, AS51433, eu, 2013-11-01, 2018-04-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS51433&start=2012-11-01&end=2018-04-01
1124, AS9595, asjp40, 2015-05-01, 2018-12-01, https://viz.measurementlab.net/location/asjp40?aggr=month&isps=AS9595&start=2014-05-01&end=2018-12-01
1125, AS5056, nausiacarroll, 2017-02-01, 2019-04-01, https://viz.measurementlab.net/location/nausiacarroll?aggr=month&isps=AS5056&start=2016-02-01&end=2019-04-01
1126, AS7849, naus, 2016-07-01, 2019-04-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS7849&start=2015-07-01&end=2019-04-01
1127, AS13367x, nauspadillsburg, 2015-08-01, 2018-06-01, https://viz.measurementlab.net/location/nauspadillsburg?aggr=month&isps=AS13367x&start=2014-08-01&end=2018-06-01
1127, AS20115, nauswawenatchee, 2016-02-01, 2018-12-01, https://viz.measurementlab.net/location/nauswawenatchee?aggr=month&isps=AS20115&start=2015-02-01&end=2018-12-01
1129, AS22608, na, 2015-09-01, 2019-04-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS22608&start=2014-09-01&end=2019-04-01
1130, AS11714, nausnelincoln, 2015-02-01, 2017-04-01, https://viz.measurementlab.net/location/nausnelincoln?aggr=month&isps=AS11714&start=2014-02-01&end=2017-04-01
1130, AS13367x, nausla, 2013-02-01, 2014-04-01, https://viz.measurementlab.net/location/nausla?aggr=month&isps=AS13367x&start=2012-02-01&end=2014-04-01
1130, AS15164, nausne, 2015-12-01, 2017-06-01, https://viz.measurementlab.net/location/nausne?aggr=month&isps=AS15164&start=2014-12-01&end=2017-06-01
1130, AS32156, nacaon, 2017-03-01, 2019-03-01, https://viz.measurementlab.net/location/nacaon?aggr=month&isps=AS32156&start=2016-03-01&end=2019-03-01
1131, AS12849, as, 2014-06-01, 2016-01-01, https://viz.measurementlab.net/location/as?aggr=month&isps=AS12849&start=2013-06-01&end=2016-01-01
1131, AS13367x, naustnfortcampbell, 2016-06-01, 2018-06-01, https://viz.measurementlab.net/location/naustnfortcampbell?aggr=month&isps=AS13367x&start=2015-06-01&end=2018-06-01
1131, AS28878, eu, 2017-06-01, 2019-02-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS28878&start=2016-06-01&end=2019-02-01
1132, AS62482, naus, 2016-04-01, 2019-04-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS62482&start=2015-04-01&end=2019-04-01
1133, AS4323, nausmn, 2012-08-01, 2017-05-01, https://viz.measurementlab.net/location/nausmn?aggr=month&isps=AS4323&start=2011-08-01&end=2017-05-01
1134, AS11404, nausorportland, 2017-05-01, 2019-04-01, https://viz.measurementlab.net/location/nausorportland?aggr=month&isps=AS11404&start=2016-05-01&end=2019-04-01
1134, AS21704, naus, 2015-09-01, 2017-10-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS21704&start=2014-09-01&end=2017-10-01
1134, AS22773, nausohbroadviewheights, 2016-08-01, 2018-01-01, https://viz.measurementlab.net/location/nausohbroadviewheights?aggr=month&isps=AS22773&start=2015-08-01&end=2018-01-01
1135, AS13367x, naustnsevierville, 2016-07-01, 2018-03-01, https://viz.measurementlab.net/location/naustnsevierville?aggr=month&isps=AS13367x&start=2015-07-01&end=2018-03-01
1135, AS26479, naustn, 2017-07-01, 2019-02-01, https://viz.measurementlab.net/location/naustn?aggr=month&isps=AS26479&start=2016-07-01&end=2019-02-01
1135, AS38809, oc, 2015-12-01, 2019-04-01, https://viz.measurementlab.net/location/oc?aggr=month&isps=AS38809&start=2014-12-01&end=2019-04-01
1135, AS8008, nausinsunman, 2014-01-01, 2018-04-01, https://viz.measurementlab.net/location/nausinsunman?aggr=month&isps=AS8008&start=2013-01-01&end=2018-04-01
1136, AS13367x, nausnjwashington, 2016-11-01, 2019-03-01, https://viz.measurementlab.net/location/nausnjwashington?aggr=month&isps=AS13367x&start=2015-11-01&end=2019-03-01
1136, AS14174, na, 2015-09-01, 2018-12-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS14174&start=2014-09-01&end=2018-12-01
1136, AS7828, nausnyutica, 2016-08-01, 2019-01-01, https://viz.measurementlab.net/location/nausnyutica?aggr=month&isps=AS7828&start=2015-08-01&end=2019-01-01
1137, AS13367x, naustnathens, 2015-09-01, 2019-02-01, https://viz.measurementlab.net/location/naustnathens?aggr=month&isps=AS13367x&start=2014-09-01&end=2019-02-01
1137, AS55832, as, 2013-01-01, 2015-05-01, https://viz.measurementlab.net/location/as?aggr=month&isps=AS55832&start=2012-01-01&end=2015-05-01
1139, AS13367x, nausilsterling, 2016-06-01, 2018-11-01, https://viz.measurementlab.net/location/nausilsterling?aggr=month&isps=AS13367x&start=2015-06-01&end=2018-11-01
1139, AS2516, asjp29, 2016-06-01, 2018-09-01, https://viz.measurementlab.net/location/asjp29?aggr=month&isps=AS2516&start=2015-06-01&end=2018-09-01
1139, AS27325, naustx, 2015-09-01, 2018-05-01, https://viz.measurementlab.net/location/naustx?aggr=month&isps=AS27325&start=2014-09-01&end=2018-05-01
1140, AS30873, as, 2013-11-01, 2018-05-01, https://viz.measurementlab.net/location/as?aggr=month&isps=AS30873&start=2012-11-01&end=2018-05-01
1140, AS7456, naca, 2016-06-01, 2018-02-01, https://viz.measurementlab.net/location/naca?aggr=month&isps=AS7456&start=2015-06-01&end=2018-02-01
1141, AS11398x, nausnvlasvegas, 2013-02-01, 2014-10-01, https://viz.measurementlab.net/location/nausnvlasvegas?aggr=month&isps=AS11398x&start=2012-02-01&end=2014-10-01
1141, AS20115, nausncconover, 2016-10-01, 2019-02-01, https://viz.measurementlab.net/location/nausncconover?aggr=month&isps=AS20115&start=2015-10-01&end=2019-02-01
1141, AS20115, naustnelizabethton, 2016-04-01, 2018-08-01, https://viz.measurementlab.net/location/naustnelizabethton?aggr=month&isps=AS20115&start=2015-04-01&end=2018-08-01
1141, AS54614, nacaonrichmondhill, 2016-09-01, 2019-04-01, https://viz.measurementlab.net/location/nacaonrichmondhill?aggr=month&isps=AS54614&start=2015-09-01&end=2019-04-01
1141, AS9943, as, 2016-08-01, 2019-04-01, https://viz.measurementlab.net/location/as?aggr=month&isps=AS9943&start=2015-08-01&end=2019-04-01
1142, AS13367x, nausingoshen, 2015-07-01, 2018-05-01, https://viz.measurementlab.net/location/nausingoshen?aggr=month&isps=AS13367x&start=2014-07-01&end=2018-05-01
1142, AS16462, na, 2016-05-01, 2019-03-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS16462&start=2015-05-01&end=2019-03-01
1142, AS19108, nauscamckinleyville, 2016-11-01, 2018-07-01, https://viz.measurementlab.net/location/nauscamckinleyville?aggr=month&isps=AS19108&start=2015-11-01&end=2018-07-01
1142, AS50543, eu, 2014-05-01, 2016-04-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS50543&start=2013-05-01&end=2016-04-01
1143, AS23184, na, 2014-02-01, 2016-03-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS23184&start=2013-02-01&end=2016-03-01
1143, AS38091, askr11, 2011-01-01, 2013-02-01, https://viz.measurementlab.net/location/askr11?aggr=month&isps=AS38091&start=2010-01-01&end=2013-02-01
1143, AS394446, nausmi, 2017-03-01, 2018-09-01, https://viz.measurementlab.net/location/nausmi?aggr=month&isps=AS394446&start=2016-03-01&end=2018-09-01
1144, AS10774x, nausohbroadviewheights, 2016-07-01, 2019-02-01, https://viz.measurementlab.net/location/nausohbroadviewheights?aggr=month&isps=AS10774x&start=2015-07-01&end=2019-02-01
1144, AS22363, na, 2016-11-01, 2019-01-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS22363&start=2015-11-01&end=2019-01-01
1144, AS8175, na, 2015-07-01, 2019-04-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS8175&start=2014-07-01&end=2019-04-01
1145, AS11486x, nauspadrexelhill, 2017-02-01, 2019-03-01, https://viz.measurementlab.net/location/nauspadrexelhill?aggr=month&isps=AS11486x&start=2016-02-01&end=2019-03-01
1145, AS42387, euru, 2014-04-01, 2017-04-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS42387&start=2013-04-01&end=2017-04-01
1146, AS23969, asth51, 2017-11-01, 2019-03-01, https://viz.measurementlab.net/location/asth51?aggr=month&isps=AS23969&start=2016-11-01&end=2019-03-01
1146, AS5645, nacaonnewmarket, 2016-06-01, 2019-03-01, https://viz.measurementlab.net/location/nacaonnewmarket?aggr=month&isps=AS5645&start=2015-06-01&end=2019-03-01
1147, AS13367x, nausilriverforest, 2016-04-01, 2018-05-01, https://viz.measurementlab.net/location/nausilriverforest?aggr=month&isps=AS13367x&start=2015-04-01&end=2018-05-01
1147, AS15153, na, 2014-08-01, 2017-04-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS15153&start=2013-08-01&end=2017-04-01
1147, AS62759, nauswi, 2015-12-01, 2018-11-01, https://viz.measurementlab.net/location/nauswi?aggr=month&isps=AS62759&start=2014-12-01&end=2018-11-01
1147, AS7575, ocau, 2011-08-01, 2013-08-01, https://viz.measurementlab.net/location/ocau?aggr=month&isps=AS7575&start=2010-08-01&end=2013-08-01
1148, AS33991, eu, 2015-07-01, 2017-04-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS33991&start=2014-07-01&end=2017-04-01
1149, AS11486x, nausnjchatham, 2017-07-01, 2018-12-01, https://viz.measurementlab.net/location/nausnjchatham?aggr=month&isps=AS11486x&start=2016-07-01&end=2018-12-01
1149, AS23243, na, 2017-07-01, 2019-02-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS23243&start=2016-07-01&end=2019-02-01
1149, AS27672, na, 2017-02-01, 2018-08-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS27672&start=2016-02-01&end=2018-08-01
1150, AS10674, nausfl, 2013-08-01, 2017-02-01, https://viz.measurementlab.net/location/nausfl?aggr=month&isps=AS10674&start=2012-08-01&end=2017-02-01
1150, AS36920, afng, 2016-08-01, 2019-04-01, https://viz.measurementlab.net/location/afng?aggr=month&isps=AS36920&start=2015-08-01&end=2019-04-01
1151, AS10796x, nausmo, 2014-06-01, 2016-07-01, https://viz.measurementlab.net/location/nausmo?aggr=month&isps=AS10796x&start=2013-06-01&end=2016-07-01
1151, AS17676, asjp19, 2015-08-01, 2017-09-01, https://viz.measurementlab.net/location/asjp19?aggr=month&isps=AS17676&start=2014-08-01&end=2017-09-01
1151, AS20115, nausmialpena, 2016-05-01, 2018-11-01, https://viz.measurementlab.net/location/nausmialpena?aggr=month&isps=AS20115&start=2015-05-01&end=2018-11-01
1153, AS13614, naus, 2013-08-01, 2017-06-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS13614&start=2012-08-01&end=2017-06-01
1153, AS24922, eutr, 2014-05-01, 2017-06-01, https://viz.measurementlab.net/location/eutr?aggr=month&isps=AS24922&start=2013-05-01&end=2017-06-01
1154, AS2518, asjp20, 2013-01-01, 2018-12-01, https://viz.measurementlab.net/location/asjp20?aggr=month&isps=AS2518&start=2012-01-01&end=2018-12-01
1155, AS10796x, nausmefalmouth, 2016-05-01, 2018-07-01, https://viz.measurementlab.net/location/nausmefalmouth?aggr=month&isps=AS10796x&start=2015-05-01&end=2018-07-01
1155, AS50463, asil, 2013-12-01, 2018-10-01, https://viz.measurementlab.net/location/asil?aggr=month&isps=AS50463&start=2012-12-01&end=2018-10-01
1155, AS53180, sabr, 2016-03-01, 2018-07-01, https://viz.measurementlab.net/location/sabr?aggr=month&isps=AS53180&start=2015-03-01&end=2018-07-01
1156, AS11398x, nausilgalesburg, 2017-07-01, 2019-02-01, https://viz.measurementlab.net/location/nausilgalesburg?aggr=month&isps=AS11398x&start=2016-07-01&end=2019-02-01
1156, AS20454, nausaz, 2017-03-01, 2019-03-01, https://viz.measurementlab.net/location/nausaz?aggr=month&isps=AS20454&start=2016-03-01&end=2019-03-01
1156, AS22968, nausoh, 2015-12-01, 2019-02-01, https://viz.measurementlab.net/location/nausoh?aggr=month&isps=AS22968&start=2014-12-01&end=2019-02-01
1156, AS2527, asjp34, 2016-05-01, 2018-11-01, https://viz.measurementlab.net/location/asjp34?aggr=month&isps=AS2527&start=2015-05-01&end=2018-11-01
1157, AS2527, asjp22, 2016-09-01, 2018-10-01, https://viz.measurementlab.net/location/asjp22?aggr=month&isps=AS2527&start=2015-09-01&end=2018-10-01
1157, AS29825, naus, 2014-01-01, 2018-06-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS29825&start=2013-01-01&end=2018-06-01
1157, AS577, nacaonstittsville, 2013-05-01, 2018-04-01, https://viz.measurementlab.net/location/nacaonstittsville?aggr=month&isps=AS577&start=2012-05-01&end=2018-04-01
1158, AS6461, nauswa, 2012-11-01, 2018-02-01, https://viz.measurementlab.net/location/nauswa?aggr=month&isps=AS6461&start=2011-11-01&end=2018-02-01
1159, AS10113, oc, 2012-07-01, 2017-01-01, https://viz.measurementlab.net/location/oc?aggr=month&isps=AS10113&start=2011-07-01&end=2017-01-01
1160, AS11814, nacaonetobicoke, 2016-03-01, 2018-07-01, https://viz.measurementlab.net/location/nacaonetobicoke?aggr=month&isps=AS11814&start=2015-03-01&end=2018-07-01
1160, AS13367x, nauspavillanova, 2017-01-01, 2019-04-01, https://viz.measurementlab.net/location/nauspavillanova?aggr=month&isps=AS13367x&start=2016-01-01&end=2019-04-01
1160, AS32505, naus, 2014-02-01, 2018-02-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS32505&start=2013-02-01&end=2018-02-01
1161, AS20115, nausncwaynesville, 2015-09-01, 2018-08-01, https://viz.measurementlab.net/location/nausncwaynesville?aggr=month&isps=AS20115&start=2014-09-01&end=2018-08-01
1161, AS25776, nausoknorman, 2014-03-01, 2018-04-01, https://viz.measurementlab.net/location/nausoknorman?aggr=month&isps=AS25776&start=2013-03-01&end=2018-04-01
1161, AS40788, nacaonkitchener, 2016-09-01, 2019-04-01, https://viz.measurementlab.net/location/nacaonkitchener?aggr=month&isps=AS40788&start=2015-09-01&end=2019-04-01
1161, AS62938, na, 2017-02-01, 2019-04-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS62938&start=2016-02-01&end=2019-04-01
1162, AS53508, nausarpinebluff, 2017-11-01, 2019-04-01, https://viz.measurementlab.net/location/nausarpinebluff?aggr=month&isps=AS53508&start=2016-11-01&end=2019-04-01
1163, AS10796x, nauscatustin, 2015-05-01, 2016-12-01, https://viz.measurementlab.net/location/nauscatustin?aggr=month&isps=AS10796x&start=2014-05-01&end=2016-12-01
1163, AS15221, nauscopeyton, 2016-12-01, 2018-12-01, https://viz.measurementlab.net/location/nauscopeyton?aggr=month&isps=AS15221&start=2015-12-01&end=2018-12-01
1163, AS20115, nauswichippewafalls, 2016-03-01, 2018-06-01, https://viz.measurementlab.net/location/nauswichippewafalls?aggr=month&isps=AS20115&start=2015-03-01&end=2018-06-01
1163, AS29286, eu, 2013-06-01, 2016-05-01, https://viz.measurementlab.net/location/eu?aggr=month&isps=AS29286&start=2012-06-01&end=2016-05-01
1164, AS11588, na, 2016-02-01, 2017-12-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS11588&start=2015-02-01&end=2017-12-01
1164, AS20115, nausmaeastlongmeadow, 2016-06-01, 2018-10-01, https://viz.measurementlab.net/location/nausmaeastlongmeadow?aggr=month&isps=AS20115&start=2015-06-01&end=2018-10-01
1164, AS42306, eucz, 2015-04-01, 2017-11-01, https://viz.measurementlab.net/location/eucz?aggr=month&isps=AS42306&start=2014-04-01&end=2017-11-01
1165, AS10796x, nausnycanastota, 2017-01-01, 2018-06-01, https://viz.measurementlab.net/location/nausnycanastota?aggr=month&isps=AS10796x&start=2016-01-01&end=2018-06-01
1165, AS11398x, nausncwilson, 2016-11-01, 2018-09-01, https://viz.measurementlab.net/location/nausncwilson?aggr=month&isps=AS11398x&start=2015-11-01&end=2018-09-01
1166, AS22773, nausokelreno, 2017-02-01, 2019-03-01, https://viz.measurementlab.net/location/nausokelreno?aggr=month&isps=AS22773&start=2016-02-01&end=2019-03-01
1167, AS10796x, nauscavannuys, 2011-08-01, 2013-11-01, https://viz.measurementlab.net/location/nauscavannuys?aggr=month&isps=AS10796x&start=2010-08-01&end=2013-11-01
1167, AS17378, naus, 2014-10-01, 2019-01-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS17378&start=2013-10-01&end=2019-01-01
1167, AS41709, euua14lugansk, 2014-12-01, 2017-07-01, https://viz.measurementlab.net/location/euua14lugansk?aggr=month&isps=AS41709&start=2013-12-01&end=2017-07-01
1167, AS48176, euru, 2014-03-01, 2017-08-01, https://viz.measurementlab.net/location/euru?aggr=month&isps=AS48176&start=2013-03-01&end=2017-08-01
1168, AS46905, naus, 2015-08-01, 2018-10-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS46905&start=2014-08-01&end=2018-10-01
1168, AS62886, nausia, 2017-03-01, 2018-12-01, https://viz.measurementlab.net/location/nausia?aggr=month&isps=AS62886&start=2016-03-01&end=2018-12-01
1169, AS13367x, nausilwashington, 2015-08-01, 2018-09-01, https://viz.measurementlab.net/location/nausilwashington?aggr=month&isps=AS13367x&start=2014-08-01&end=2018-09-01
1169, AS20115, nauswaeastwenatchee, 2015-09-01, 2018-12-01, https://viz.measurementlab.net/location/nauswaeastwenatchee?aggr=month&isps=AS20115&start=2014-09-01&end=2018-12-01
1169, AS33362, nausmn, 2016-04-01, 2018-09-01, https://viz.measurementlab.net/location/nausmn?aggr=month&isps=AS33362&start=2015-04-01&end=2018-09-01
1169, AS7679, asjp, 2015-06-01, 2017-02-01, https://viz.measurementlab.net/location/asjp?aggr=month&isps=AS7679&start=2014-06-01&end=2017-02-01
1170, AS23481, na, 2014-05-01, 2017-10-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS23481&start=2013-05-01&end=2017-10-01
1171, AS855, nacapekensington, 2014-01-01, 2018-10-01, https://viz.measurementlab.net/location/nacapekensington?aggr=month&isps=AS855&start=2013-01-01&end=2018-10-01
1172, AS14586, naus, 2017-01-01, 2019-04-01, https://viz.measurementlab.net/location/naus?aggr=month&isps=AS14586&start=2016-01-01&end=2019-04-01
1172, AS30036, nausileffingham, 2016-03-01, 2019-02-01, https://viz.measurementlab.net/location/nausileffingham?aggr=month&isps=AS30036&start=2015-03-01&end=2019-02-01
1173, AS6059, nausmd, 2016-04-01, 2019-04-01, https://viz.measurementlab.net/location/nausmd?aggr=month&isps=AS6059&start=2015-04-01&end=2019-04-01
1174, AS802, na, 2015-08-01, 2018-08-01, https://viz.measurementlab.net/location/na?aggr=month&isps=AS802&start=2014-08-01&end=2018-08-01
1175, AS11398x, nausuttooele, 2016-10-01, 2019-04-01, https://viz.measurementlab.net/location/nausuttooele?aggr=month&isps=AS11398x&start=2015-10-01&end=2019-04-01
1175, AS11486x, nausmanewtonville, 2017-04-01, 2019-03-01, https://viz.measurementlab.net/location/nausmanewtonville?aggr=month&isps=AS11486x&start=2016-04-01&end=2019-03-01
1175, AS11700, nacaonwindsor, 2015-04-01, 2019-04-01, https://viz.measurementlab.net/location/nacaonwindsor?aggr=month&isps=AS11700&start=2014-04-01&end=2019-04-01
1175, AS15855, eupl, 2012-02-01, 2014-11-01, https://viz.measurementlab.net/location/eupl?aggr=month&isps=AS15855&start=2011-02-01&end=2014-11-01
1176, AS13367x, nausnjeatontown, 2016-07-01, 2018-08-01, https://viz.measurementlab.net/location/nausnjeatontown?aggr=month&isps=AS13367x&start=2015-07-01&end=2018-08-01
1176, AS9038, as, 2012-07-01, 2015-09-01, https://viz.measurementlab.net/location/as?aggr=month&isps=AS9038&start=2011-07-01&end=2015-09-01
1177, AS11776, nauspabradford, 2016-10-01, 2019-02-01, https://viz.measurementlab.net/location/nauspabradford?aggr=month&isps=AS11776&start=2015-10-01&end=2019-02-01
1177, AS13367x, nausmafallriver, 2014-06-01, 2016-10-01, https://viz.measurementlab.net/location/nausmafallriver?aggr=month&isps=AS13367x&start=2013-06-01&end=2016-10-01
